年月日,最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),平均風速(m/s),平均海面気圧(hPa),平均湿度(％),平均雲量(10分比),天気概況(昼：06時～18時)
2014/5/9,24.7,14.0,0.0,9.1,2.8,1014.8,52,4.8,晴一時曇
2014/5/10,23.3,13.4,0,11.7,3.8,1020.4,46,3.0,晴
2014/5/11,28.6,11.2,0,12.5,1.9,1021.1,51,5.3,晴
2014/5/12,23.6,15.2,10.5,0.9,2.4,1014.9,64,10.0,曇後一時雨
2014/5/13,29.2,16.5,3.0,10.2,2.5,1007.6,60,4.5,晴一時薄曇
2014/5/14,27.3,15.8,0.0,1.3,1.8,1005.7,51,9.3,曇
2014/5/15,20.4,15.1,1.0,0.0,2.1,997.8,71,8.0,曇時々雨
2014/5/16,26.4,13.2,0,10.7,2.8,1005.2,55,2.8,晴
2014/5/17,26.0,13.5,0,11.4,2.9,1011.7,48,5.3,晴一時薄曇
2014/5/18,28.2,13.0,0,11.7,2.1,1014.1,41,6.0,薄曇一時晴
2014/5/19,29.0,14.5,0,9.6,1.9,1014.0,41,3.8,晴一時薄曇
2014/5/20,26.0,16.8,10.5,4.5,3.4,1009.7,64,10.0,曇後一時雨
2014/5/21,22.0,15.6,34.0,1.9,3.4,1001.0,68,6.8,雨時々曇後晴
2014/5/22,23.7,14.7,0.0,1.8,2.7,1010.0,64,9.0,晴時々曇一時雨
2014/5/23,22.7,14.7,0.0,4.6,2.9,1018.3,63,5.5,曇後晴
2014/5/24,28.3,12.8,0,10.0,2.3,1019.0,59,7.5,薄曇一時晴
2014/5/25,29.1,18.3,0,4.7,2.2,1015.2,59,9.0,曇時々晴
2014/5/26,22.3,17.6,11.5,0.0,1.7,1007.5,77,10.0,雨時々曇
2014/5/27,26.0,17.3,0.0,2.9,2.0,1004.5,68,9.3,曇
2014/5/28,31.4,15.3,0,10.2,2.1,1005.5,49,3.5,晴
2014/5/29,31.9,17.5,0,8.7,2.1,1008.5,42,1.3,晴
2014/5/30,33.0,19.3,0,8.4,2.1,1011.8,53,2.8,晴一時薄曇
2014/5/31,33.6,20.1,0,8.8,2.0,1012.7,53,1.0,晴
2014/6/1,36.0,19.1,0,10.1,1.9,1012.7,33,5.3,晴
2014/6/2,34.3,21.1,0,7.1,2.2,1012.4,49,10.0,薄曇
2014/6/3,32.3,22.1,0.0,6.3,2.6,1011.5,54,9.3,曇一時晴
2014/6/4,26.9,20.7,2.0,3.2,4.1,1009.6,61,10.0,曇後一時雨
2014/6/5,22.6,18.5,6.5,0.0,4.0,1004.9,72,10.0,雨時々曇
2014/6/6,27.4,20.5,0.0,0.0,2.5,1003.2,71,9.0,曇一時雨
2014/6/7,25.3,20.0,0.5,0.3,1.7,1003.8,77,9.0,曇一時雨後時々晴
2014/6/8,31.5,20.3,0.5,5.0,1.8,1005.7,69,6.8,晴後一時雨、雷を伴う
2014/6/9,30.7,21.4,2.0,4.2,2.5,1010.2,65,8.0,曇後晴
2014/6/10,29.6,22.4,2.0,2.8,2.3,1010.9,69,10.0,曇後時々雨
2014/6/11,25.8,20.7,1.5,0.0,2.5,1004.8,73,10.0,曇後時々雨
2014/6/12,27.9,19.6,4.0,1.8,2.4,997.4,75,8.5,曇時々雨、雷を伴う
2014/6/13,26.9,18.5,0.0,2.9,2.6,1002.4,62,5.5,晴時々曇
2014/6/14,28.9,17.3,0.0,6.4,1.9,1007.2,62,6.3,晴後曇
2014/6/15,30.8,19.5,0.0,6.9,2.2,1006.2,54,6.8,晴後時々曇
2014/6/16,30.9,19.2,0,8.3,2.0,1005.6,53,9.5,薄曇一時晴
2014/6/17,28.6,20.6,0,0.2,1.8,1006.6,57,10.0,曇
2014/6/18,24.0,19.8,0.0,0.0,1.9,1003.6,68,10.0,雨時々曇
2014/6/19,31.6,18.3,0,9.0,1.9,1005.8,58,2.0,晴
2014/6/20,31.3,19.8,0.0,7.6,2.2,1009.4,63,5.8,曇時々晴
2014/6/21,30.1,21.4,0.0,1.1,2.7,1008.5,68,10.0,曇
2014/6/22,26.5,20.1,5.0,0.4,1.8,1004.8,74,10.0,雨後曇
2014/6/23,28.6,21.0,0,3.2,2.3,1005.6,59,10.0,曇
2014/6/24,31.9,19.6,0.0,7.1,2.0,1005.8,55,6.8,晴一時曇
2014/6/25,33.4,20.0,0.0,8.3,2.1,1008.8,55,6.0,晴
2014/6/26,30.3,22.0,18.5,3.8,2.0,1009.9,71,10.0,曇後一時雨、雷を伴う
2014/6/27,27.4,22.8,0.0,0.0,2.8,1007.2,65,10.0,曇
2014/6/28,26.1,20.7,17.0,0.0,1.8,1002.6,79,10.0,曇時々雨
2014/6/29,31.0,21.1,1.5,4.1,1.6,1004.3,74,10.0,曇後時々雨
2014/6/30,29.7,20.1,0.0,3.7,1.8,1008.6,64,9.0,曇
2014/7/1,32.6,20.4,0,6.9,1.6,1010.5,56,3.0,晴
2014/7/2,32.0,20.6,0.0,7.4,1.9,1009.8,59,6.8,晴後曇一時雨
2014/7/3,24.5,19.9,19.5,0.0,2.2,1006.0,80,10.0,雨
2014/7/4,31.1,21.1,0.0,1.6,1.8,1003.1,75,10.0,曇
2014/7/5,26.8,22.0,0.0,0.8,2.1,1007.4,76,9.5,曇一時雨
2014/7/6,28.8,21.9,43.0,1.1,1.9,1010.0,78,10.0,曇後雨
2014/7/7,27.4,21.8,2.5,0.0,2.1,1008.1,84,10.0,曇一時雨
2014/7/8,32.8,23.8,0.0,2.7,2.5,1010.5,75,10.0,曇
2014/7/9,32.7,25.2,2.0,4.2,2.0,1009.3,76,10.0,曇後時々雨
2014/7/10,28.8,24.5,9.5,0.1,1.8,995.3,81,10.0,雨後時々曇
2014/7/11,33.7,24.9,0.0,4.3,2.3,998.0,68,9.5,晴時々曇一時雨
2014/7/12,34.3,23.8,0,5.4,2.1,1005.0,61,8.8,晴後薄曇
2014/7/13,27.9,22.7,3.5,0.0,1.8,1004.1,75,10.0,雨時々曇
2014/7/14,28.8,24.9,4.5,0.2,1.9,1007.6,82,10.0,曇時々雨
2014/7/15,34.4,23.9,0,5.8,1.8,1012.3,66,5.5,晴一時曇
2014/7/16,35.2,25.9,0.0,6.2,3.0,1012.0,62,9.3,晴時々曇
2014/7/17,35.5,26.7,0,5.1,2.0,1012.5,62,7.5,晴時々曇
2014/7/18,33.3,25.7,0.0,0.9,1.9,1012.9,67,9.5,曇
2014/7/19,33.4,22.8,1.5,1.7,1.7,1012.5,76,9.3,雨時々曇、雷を伴う
2014/7/20,31.7,22.5,5.5,5.2,1.7,1010.7,71,4.8,晴時々曇後一時雨
2014/7/21,34.3,22.5,0,7.2,2.1,1010.0,62,3.0,晴時々曇
2014/7/22,34.0,24.4,0.0,3.5,2.1,1009.1,63,6.5,曇時々晴
2014/7/23,35.1,24.9,0,5.6,2.3,1006.7,61,8.5,曇後時々晴
2014/7/24,35.0,26.8,0.0,3.6,2.1,1006.8,63,9.8,曇
2014/7/25,36.8,26.3,0,6.8,1.8,1010.9,60,3.8,晴後一時曇
2014/7/26,38.3,27.2,0,11.4,2.9,1011.0,57,0.3,快晴
2014/7/27,31.4,23.6,6.5,2.9,2.3,1008.5,68,5.5,曇一時雨
2014/7/28,33.0,21.4,0,8.8,2.3,1009.1,60,5.8,晴後一時薄曇
2014/7/29,34.2,22.8,0,6.7,2.2,1012.4,61,6.5,晴
2014/7/30,34.5,25.4,0.0,5.4,2.6,1014.5,67,6.5,晴後時々曇
2014/7/31,37.3,25.3,0,10.2,2.2,1012.8,60,5.8,晴後一時曇
2014/8/1,34.1,26.4,0.0,2.5,1.9,1011.2,60,9.8,曇
2014/8/2,29.9,26.0,0.0,0.0,1.6,1010.7,78,10.0,雨一時曇
2014/8/3,32.3,25.3,2.0,0.2,1.7,1009.2,76,10.0,曇後雨
2014/8/4,31.2,24.5,2.5,0.1,1.9,1008.3,76,10.0,曇時々雨
2014/8/5,35.9,26.2,0.0,4.7,3.1,1007.6,64,9.5,曇時々晴
2014/8/6,34.0,26.3,0.5,3.8,3.0,1007.4,67,7.8,曇一時雨後晴
2014/8/7,36.2,26.8,0.0,6.7,2.6,1007.3,62,7.8,晴後時々曇
2014/8/8,32.5,21.6,12.0,0.8,2.4,1008.4,72,10.0,曇後時々雨
